frase1,fol1,frase2,fol2,relacion
no todo abuelo amargo acuerda y anochece ,-all x.((ABUELO(x) & AMARGO(x)) -> (ACORDAR(x) & ANOCHECER(x))), algún abuelo amargo no acuerda o no anochece,exists x.(ABUELO(x) & AMARGO(x) & (-ACORDAR(x) | -ANOCHECER(x))),1
no todo abuelo amplio acuerda y aguanta ,-all x.((ABUELO(x) & AMPLIO(x)) -> (ACORDAR(x) & AGUANTAR(x))), algún abuelo amplio no acuerda o no aguanta,exists x.(ABUELO(x) & AMPLIO(x) & (-ACORDAR(x) | -AGUANTAR(x))),1
no todo abuelo amplio acuerda y ama ,-all x.((ABUELO(x) & AMPLIO(x)) -> (ACORDAR(x) & AMAR(x))), algún abuelo amplio no acuerda o no ama,exists x.(ABUELO(x) & AMPLIO(x) & (-ACORDAR(x) | -AMAR(x))),1
no todo abuelo amplio acuerda y amanece ,-all x.((ABUELO(x) & AMPLIO(x)) -> (ACORDAR(x) & AMANECER(x))), algún abuelo amplio no acuerda o no amanece,exists x.(ABUELO(x) & AMPLIO(x) & (-ACORDAR(x) | -AMANECER(x))),1
no todo abuelo amplio acuerda y anochece ,-all x.((ABUELO(x) & AMPLIO(x)) -> (ACORDAR(x) & ANOCHECER(x))), algún abuelo amplio no acuerda o no anochece,exists x.(ABUELO(x) & AMPLIO(x) & (-ACORDAR(x) | -ANOCHECER(x))),1
no todo abuelo amarillo acuerda y aguanta ,-all x.((ABUELO(x) & AMARILLO(x)) -> (ACORDAR(x) & AGUANTAR(x))), algún abuelo amarillo no acuerda o no aguanta,exists x.(ABUELO(x) & AMARILLO(x) & (-ACORDAR(x) | -AGUANTAR(x))),1
no todo abuelo amarillo acuerda y ama ,-all x.((ABUELO(x) & AMARILLO(x)) -> (ACORDAR(x) & AMAR(x))), algún abuelo amarillo no acuerda o no ama,exists x.(ABUELO(x) & AMARILLO(x) & (-ACORDAR(x) | -AMAR(x))),1
no todo abuelo amarillo acuerda y amanece ,-all x.((ABUELO(x) & AMARILLO(x)) -> (ACORDAR(x) & AMANECER(x))), algún abuelo amarillo no acuerda o no amanece,exists x.(ABUELO(x) & AMARILLO(x) & (-ACORDAR(x) | -AMANECER(x))),1
no todo abuelo amarillo acuerda y anochece ,-all x.((ABUELO(x) & AMARILLO(x)) -> (ACORDAR(x) & ANOCHECER(x))), algún abuelo amarillo no acuerda o no anochece,exists x.(ABUELO(x) & AMARILLO(x) & (-ACORDAR(x) | -ANOCHECER(x))),1
no todo abuelo alegre aguanta y acuerda ,-all x.((ABUELO(x) & ALEGRE(x)) -> (AGUANTAR(x) & ACORDAR(x))), algún abuelo alegre no aguanta o no acuerda,exists x.(ABUELO(x) & ALEGRE(x) & (-AGUANTAR(x) | -ACORDAR(x))),1
no todo abuelo alegre aguanta y ama ,-all x.((ABUELO(x) & ALEGRE(x)) -> (AGUANTAR(x) & AMAR(x))), algún abuelo alegre no aguanta o no ama,exists x.(ABUELO(x) & ALEGRE(x) & (-AGUANTAR(x) | -AMAR(x))),1
no todo abuelo alegre aguanta y amanece ,-all x.((ABUELO(x) & ALEGRE(x)) -> (AGUANTAR(x) & AMANECER(x))), algún abuelo alegre no aguanta o no amanece,exists x.(ABUELO(x) & ALEGRE(x) & (-AGUANTAR(x) | -AMANECER(x))),1
no todo abuelo alegre aguanta y anochece ,-all x.((ABUELO(x) & ALEGRE(x)) -> (AGUANTAR(x) & ANOCHECER(x))), algún abuelo alegre no aguanta o no anochece,exists x.(ABUELO(x) & ALEGRE(x) & (-AGUANTAR(x) | -ANOCHECER(x))),1
no todo abuelo alto aguanta y acuerda ,-all x.((ABUELO(x) & ALTO(x)) -> (AGUANTAR(x) & ACORDAR(x))), algún abuelo alto no aguanta o no acuerda,exists x.(ABUELO(x) & ALTO(x) & (-AGUANTAR(x) | -ACORDAR(x))),1
no todo abuelo alto aguanta y ama ,-all x.((ABUELO(x) & ALTO(x)) -> (AGUANTAR(x) & AMAR(x))), algún abuelo alto no aguanta o no ama,exists x.(ABUELO(x) & ALTO(x) & (-AGUANTAR(x) | -AMAR(x))),1
no todo abuelo alto aguanta y amanece ,-all x.((ABUELO(x) & ALTO(x)) -> (AGUANTAR(x) & AMANECER(x))), algún abuelo alto no aguanta o no amanece,exists x.(ABUELO(x) & ALTO(x) & (-AGUANTAR(x) | -AMANECER(x))),1
no todo abuelo alto aguanta y anochece ,-all x.((ABUELO(x) & ALTO(x)) -> (AGUANTAR(x) & ANOCHECER(x))), algún abuelo alto no aguanta o no anochece,exists x.(ABUELO(x) & ALTO(x) & (-AGUANTAR(x) | -ANOCHECER(x))),1
no todo abuelo amargo aguanta y acuerda ,-all x.((ABUELO(x) & AMARGO(x)) -> (AGUANTAR(x) & ACORDAR(x))), algún abuelo amargo no aguanta o no acuerda,exists x.(ABUELO(x) & AMARGO(x) & (-AGUANTAR(x) | -ACORDAR(x))),1
no todo abuelo amargo aguanta y ama ,-all x.((ABUELO(x) & AMARGO(x)) -> (AGUANTAR(x) & AMAR(x))), algún abuelo amargo no aguanta o no ama,exists x.(ABUELO(x) & AMARGO(x) & (-AGUANTAR(x) | -AMAR(x))),1
no todo abuelo amargo aguanta y amanece ,-all x.((ABUELO(x) & AMARGO(x)) -> (AGUANTAR(x) & AMANECER(x))), algún abuelo amargo no aguanta o no amanece,exists x.(ABUELO(x) & AMARGO(x) & (-AGUANTAR(x) | -AMANECER(x))),1
no todo abuelo amargo aguanta y anochece ,-all x.((ABUELO(x) & AMARGO(x)) -> (AGUANTAR(x) & ANOCHECER(x))), algún abuelo amargo no aguanta o no anochece,exists x.(ABUELO(x) & AMARGO(x) & (-AGUANTAR(x) | -ANOCHECER(x))),1
no todo abuelo amplio aguanta y acuerda ,-all x.((ABUELO(x) & AMPLIO(x)) -> (AGUANTAR(x) & ACORDAR(x))), algún abuelo amplio no aguanta o no acuerda,exists x.(ABUELO(x) & AMPLIO(x) & (-AGUANTAR(x) | -ACORDAR(x))),1
no todo abuelo amplio aguanta y ama ,-all x.((ABUELO(x) & AMPLIO(x)) -> (AGUANTAR(x) & AMAR(x))), algún abuelo amplio no aguanta o no ama,exists x.(ABUELO(x) & AMPLIO(x) & (-AGUANTAR(x) | -AMAR(x))),1
no todo abuelo amplio aguanta y amanece ,-all x.((ABUELO(x) & AMPLIO(x)) -> (AGUANTAR(x) & AMANECER(x))), algún abuelo amplio no aguanta o no amanece,exists x.(ABUELO(x) & AMPLIO(x) & (-AGUANTAR(x) | -AMANECER(x))),1
no todo abuelo amplio aguanta y anochece ,-all x.((ABUELO(x) & AMPLIO(x)) -> (AGUANTAR(x) & ANOCHECER(x))), algún abuelo amplio no aguanta o no anochece,exists x.(ABUELO(x) & AMPLIO(x) & (-AGUANTAR(x) | -ANOCHECER(x))),1
no todo abuelo amarillo aguanta y acuerda ,-all x.((ABUELO(x) & AMARILLO(x)) -> (AGUANTAR(x) & ACORDAR(x))), algún abuelo amarillo no aguanta o no acuerda,exists x.(ABUELO(x) & AMARILLO(x) & (-AGUANTAR(x) | -ACORDAR(x))),1
no todo abuelo amarillo aguanta y ama ,-all x.((ABUELO(x) & AMARILLO(x)) -> (AGUANTAR(x) & AMAR(x))), algún abuelo amarillo no aguanta o no ama,exists x.(ABUELO(x) & AMARILLO(x) & (-AGUANTAR(x) | -AMAR(x))),1
no todo abuelo amarillo aguanta y amanece ,-all x.((ABUELO(x) & AMARILLO(x)) -> (AGUANTAR(x) & AMANECER(x))), algún abuelo amarillo no aguanta o no amanece,exists x.(ABUELO(x) & AMARILLO(x) & (-AGUANTAR(x) | -AMANECER(x))),1
no todo abuelo amarillo aguanta y anochece ,-all x.((ABUELO(x) & AMARILLO(x)) -> (AGUANTAR(x) & ANOCHECER(x))), algún abuelo amarillo no aguanta o no anochece,exists x.(ABUELO(x) & AMARILLO(x) & (-AGUANTAR(x) | -ANOCHECER(x))),1
no todo abuelo alegre ama y acuerda ,-all x.((ABUELO(x) & ALEGRE(x)) -> (AMAR(x) & ACORDAR(x))), algún abuelo alegre no ama o no acuerda,exists x.(ABUELO(x) & ALEGRE(x) & (-AMAR(x) | -ACORDAR(x))),1
no todo abuelo alegre ama y aguanta ,-all x.((ABUELO(x) & ALEGRE(x)) -> (AMAR(x) & AGUANTAR(x))), algún abuelo alegre no ama o no aguanta,exists x.(ABUELO(x) & ALEGRE(x) & (-AMAR(x) | -AGUANTAR(x))),1
no todo abuelo alegre ama y amanece ,-all x.((ABUELO(x) & ALEGRE(x)) -> (AMAR(x) & AMANECER(x))), algún abuelo alegre no ama o no amanece,exists x.(ABUELO(x) & ALEGRE(x) & (-AMAR(x) | -AMANECER(x))),1
no todo abuelo alegre ama y anochece ,-all x.((ABUELO(x) & ALEGRE(x)) -> (AMAR(x) & ANOCHECER(x))), algún abuelo alegre no ama o no anochece,exists x.(ABUELO(x) & ALEGRE(x) & (-AMAR(x) | -ANOCHECER(x))),1
no todo abuelo alto ama y acuerda ,-all x.((ABUELO(x) & ALTO(x)) -> (AMAR(x) & ACORDAR(x))), algún abuelo alto no ama o no acuerda,exists x.(ABUELO(x) & ALTO(x) & (-AMAR(x) | -ACORDAR(x))),1
no todo abuelo alto ama y aguanta ,-all x.((ABUELO(x) & ALTO(x)) -> (AMAR(x) & AGUANTAR(x))), algún abuelo alto no ama o no aguanta,exists x.(ABUELO(x) & ALTO(x) & (-AMAR(x) | -AGUANTAR(x))),1
no todo abuelo alto ama y amanece ,-all x.((ABUELO(x) & ALTO(x)) -> (AMAR(x) & AMANECER(x))), algún abuelo alto no ama o no amanece,exists x.(ABUELO(x) & ALTO(x) & (-AMAR(x) | -AMANECER(x))),1
no todo abuelo alto ama y anochece ,-all x.((ABUELO(x) & ALTO(x)) -> (AMAR(x) & ANOCHECER(x))), algún abuelo alto no ama o no anochece,exists x.(ABUELO(x) & ALTO(x) & (-AMAR(x) | -ANOCHECER(x))),1
no todo abuelo amargo ama y acuerda ,-all x.((ABUELO(x) & AMARGO(x)) -> (AMAR(x) & ACORDAR(x))), algún abuelo amargo no ama o no acuerda,exists x.(ABUELO(x) & AMARGO(x) & (-AMAR(x) | -ACORDAR(x))),1
no todo abuelo amargo ama y aguanta ,-all x.((ABUELO(x) & AMARGO(x)) -> (AMAR(x) & AGUANTAR(x))), algún abuelo amargo no ama o no aguanta,exists x.(ABUELO(x) & AMARGO(x) & (-AMAR(x) | -AGUANTAR(x))),1
no todo abuelo amargo ama y amanece ,-all x.((ABUELO(x) & AMARGO(x)) -> (AMAR(x) & AMANECER(x))), algún abuelo amargo no ama o no amanece,exists x.(ABUELO(x) & AMARGO(x) & (-AMAR(x) | -AMANECER(x))),1
no todo abuelo amargo ama y anochece ,-all x.((ABUELO(x) & AMARGO(x)) -> (AMAR(x) & ANOCHECER(x))), algún abuelo amargo no ama o no anochece,exists x.(ABUELO(x) & AMARGO(x) & (-AMAR(x) | -ANOCHECER(x))),1
no todo abuelo amplio ama y acuerda ,-all x.((ABUELO(x) & AMPLIO(x)) -> (AMAR(x) & ACORDAR(x))), algún abuelo amplio no ama o no acuerda,exists x.(ABUELO(x) & AMPLIO(x) & (-AMAR(x) | -ACORDAR(x))),1
no todo abuelo amplio ama y aguanta ,-all x.((ABUELO(x) & AMPLIO(x)) -> (AMAR(x) & AGUANTAR(x))), algún abuelo amplio no ama o no aguanta,exists x.(ABUELO(x) & AMPLIO(x) & (-AMAR(x) | -AGUANTAR(x))),1
no todo abuelo amplio ama y amanece ,-all x.((ABUELO(x) & AMPLIO(x)) -> (AMAR(x) & AMANECER(x))), algún abuelo amplio no ama o no amanece,exists x.(ABUELO(x) & AMPLIO(x) & (-AMAR(x) | -AMANECER(x))),1
no todo abuelo amplio ama y anochece ,-all x.((ABUELO(x) & AMPLIO(x)) -> (AMAR(x) & ANOCHECER(x))), algún abuelo amplio no ama o no anochece,exists x.(ABUELO(x) & AMPLIO(x) & (-AMAR(x) | -ANOCHECER(x))),1
no todo abuelo amarillo ama y acuerda ,-all x.((ABUELO(x) & AMARILLO(x)) -> (AMAR(x) & ACORDAR(x))), algún abuelo amarillo no ama o no acuerda,exists x.(ABUELO(x) & AMARILLO(x) & (-AMAR(x) | -ACORDAR(x))),1
no todo abuelo amarillo ama y aguanta ,-all x.((ABUELO(x) & AMARILLO(x)) -> (AMAR(x) & AGUANTAR(x))), algún abuelo amarillo no ama o no aguanta,exists x.(ABUELO(x) & AMARILLO(x) & (-AMAR(x) | -AGUANTAR(x))),1
no todo abuelo amarillo ama y amanece ,-all x.((ABUELO(x) & AMARILLO(x)) -> (AMAR(x) & AMANECER(x))), algún abuelo amarillo no ama o no amanece,exists x.(ABUELO(x) & AMARILLO(x) & (-AMAR(x) | -AMANECER(x))),1
no todo abuelo amarillo ama y anochece ,-all x.((ABUELO(x) & AMARILLO(x)) -> (AMAR(x) & ANOCHECER(x))), algún abuelo amarillo no ama o no anochece,exists x.(ABUELO(x) & AMARILLO(x) & (-AMAR(x) | -ANOCHECER(x))),1
no todo abuelo alegre amanece y acuerda ,-all x.((ABUELO(x) & ALEGRE(x)) -> (AMANECER(x) & ACORDAR(x))), algún abuelo alegre no amanece o no acuerda,exists x.(ABUELO(x) & ALEGRE(x) & (-AMANECER(x) | -ACORDAR(x))),1
no todo abuelo alegre amanece y aguanta ,-all x.((ABUELO(x) & ALEGRE(x)) -> (AMANECER(x) & AGUANTAR(x))), algún abuelo alegre no amanece o no aguanta,exists x.(ABUELO(x) & ALEGRE(x) & (-AMANECER(x) | -AGUANTAR(x))),1
no todo abuelo alegre amanece y ama ,-all x.((ABUELO(x) & ALEGRE(x)) -> (AMANECER(x) & AMAR(x))), algún abuelo alegre no amanece o no ama,exists x.(ABUELO(x) & ALEGRE(x) & (-AMANECER(x) | -AMAR(x))),1
no todo abuelo alegre amanece y anochece ,-all x.((ABUELO(x) & ALEGRE(x)) -> (AMANECER(x) & ANOCHECER(x))), algún abuelo alegre no amanece o no anochece,exists x.(ABUELO(x) & ALEGRE(x) & (-AMANECER(x) | -ANOCHECER(x))),1
no todo abuelo alto amanece y acuerda ,-all x.((ABUELO(x) & ALTO(x)) -> (AMANECER(x) & ACORDAR(x))), algún abuelo alto no amanece o no acuerda,exists x.(ABUELO(x) & ALTO(x) & (-AMANECER(x) | -ACORDAR(x))),1
no todo abuelo alto amanece y aguanta ,-all x.((ABUELO(x) & ALTO(x)) -> (AMANECER(x) & AGUANTAR(x))), algún abuelo alto no amanece o no aguanta,exists x.(ABUELO(x) & ALTO(x) & (-AMANECER(x) | -AGUANTAR(x))),1
no todo abuelo alto amanece y ama ,-all x.((ABUELO(x) & ALTO(x)) -> (AMANECER(x) & AMAR(x))), algún abuelo alto no amanece o no ama,exists x.(ABUELO(x) & ALTO(x) & (-AMANECER(x) | -AMAR(x))),1
no todo abuelo alto amanece y anochece ,-all x.((ABUELO(x) & ALTO(x)) -> (AMANECER(x) & ANOCHECER(x))), algún abuelo alto no amanece o no anochece,exists x.(ABUELO(x) & ALTO(x) & (-AMANECER(x) | -ANOCHECER(x))),1
no todo abuelo amargo amanece y acuerda ,-all x.((ABUELO(x) & AMARGO(x)) -> (AMANECER(x) & ACORDAR(x))), algún abuelo amargo no amanece o no acuerda,exists x.(ABUELO(x) & AMARGO(x) & (-AMANECER(x) | -ACORDAR(x))),1
no todo abuelo amargo amanece y aguanta ,-all x.((ABUELO(x) & AMARGO(x)) -> (AMANECER(x) & AGUANTAR(x))), algún abuelo amargo no amanece o no aguanta,exists x.(ABUELO(x) & AMARGO(x) & (-AMANECER(x) | -AGUANTAR(x))),1
no todo abuelo amargo amanece y ama ,-all x.((ABUELO(x) & AMARGO(x)) -> (AMANECER(x) & AMAR(x))), algún abuelo amargo no amanece o no ama,exists x.(ABUELO(x) & AMARGO(x) & (-AMANECER(x) | -AMAR(x))),1
no todo abuelo amargo amanece y anochece ,-all x.((ABUELO(x) & AMARGO(x)) -> (AMANECER(x) & ANOCHECER(x))), algún abuelo amargo no amanece o no anochece,exists x.(ABUELO(x) & AMARGO(x) & (-AMANECER(x) | -ANOCHECER(x))),1
no todo abuelo amplio amanece y acuerda ,-all x.((ABUELO(x) & AMPLIO(x)) -> (AMANECER(x) & ACORDAR(x))), algún abuelo amplio no amanece o no acuerda,exists x.(ABUELO(x) & AMPLIO(x) & (-AMANECER(x) | -ACORDAR(x))),1
no todo abuelo amplio amanece y aguanta ,-all x.((ABUELO(x) & AMPLIO(x)) -> (AMANECER(x) & AGUANTAR(x))), algún abuelo amplio no amanece o no aguanta,exists x.(ABUELO(x) & AMPLIO(x) & (-AMANECER(x) | -AGUANTAR(x))),1
no todo abuelo amplio amanece y ama ,-all x.((ABUELO(x) & AMPLIO(x)) -> (AMANECER(x) & AMAR(x))), algún abuelo amplio no amanece o no ama,exists x.(ABUELO(x) & AMPLIO(x) & (-AMANECER(x) | -AMAR(x))),1
no todo abuelo amplio amanece y anochece ,-all x.((ABUELO(x) & AMPLIO(x)) -> (AMANECER(x) & ANOCHECER(x))), algún abuelo amplio no amanece o no anochece,exists x.(ABUELO(x) & AMPLIO(x) & (-AMANECER(x) | -ANOCHECER(x))),1
no todo abuelo amarillo amanece y acuerda ,-all x.((ABUELO(x) & AMARILLO(x)) -> (AMANECER(x) & ACORDAR(x))), algún abuelo amarillo no amanece o no acuerda,exists x.(ABUELO(x) & AMARILLO(x) & (-AMANECER(x) | -ACORDAR(x))),1
no todo abuelo amarillo amanece y aguanta ,-all x.((ABUELO(x) & AMARILLO(x)) -> (AMANECER(x) & AGUANTAR(x))), algún abuelo amarillo no amanece o no aguanta,exists x.(ABUELO(x) & AMARILLO(x) & (-AMANECER(x) | -AGUANTAR(x))),1
no todo abuelo amarillo amanece y ama ,-all x.((ABUELO(x) & AMARILLO(x)) -> (AMANECER(x) & AMAR(x))), algún abuelo amarillo no amanece o no ama,exists x.(ABUELO(x) & AMARILLO(x) & (-AMANECER(x) | -AMAR(x))),1
no todo abuelo amarillo amanece y anochece ,-all x.((ABUELO(x) & AMARILLO(x)) -> (AMANECER(x) & ANOCHECER(x))), algún abuelo amarillo no amanece o no anochece,exists x.(ABUELO(x) & AMARILLO(x) & (-AMANECER(x) | -ANOCHECER(x))),1
no todo abuelo alegre anochece y acuerda ,-all x.((ABUELO(x) & ALEGRE(x)) -> (ANOCHECER(x) & ACORDAR(x))), algún abuelo alegre no anochece o no acuerda,exists x.(ABUELO(x) & ALEGRE(x) & (-ANOCHECER(x) | -ACORDAR(x))),1
no todo abuelo alegre anochece y aguanta ,-all x.((ABUELO(x) & ALEGRE(x)) -> (ANOCHECER(x) & AGUANTAR(x))), algún abuelo alegre no anochece o no aguanta,exists x.(ABUELO(x) & ALEGRE(x) & (-ANOCHECER(x) | -AGUANTAR(x))),1
no todo abuelo alegre anochece y ama ,-all x.((ABUELO(x) & ALEGRE(x)) -> (ANOCHECER(x) & AMAR(x))), algún abuelo alegre no anochece o no ama,exists x.(ABUELO(x) & ALEGRE(x) & (-ANOCHECER(x) | -AMAR(x))),1
no todo abuelo alegre anochece y amanece ,-all x.((ABUELO(x) & ALEGRE(x)) -> (ANOCHECER(x) & AMANECER(x))), algún abuelo alegre no anochece o no amanece,exists x.(ABUELO(x) & ALEGRE(x) & (-ANOCHECER(x) | -AMANECER(x))),1
no todo abuelo alto anochece y acuerda ,-all x.((ABUELO(x) & ALTO(x)) -> (ANOCHECER(x) & ACORDAR(x))), algún abuelo alto no anochece o no acuerda,exists x.(ABUELO(x) & ALTO(x) & (-ANOCHECER(x) | -ACORDAR(x))),1
no todo abuelo alto anochece y aguanta ,-all x.((ABUELO(x) & ALTO(x)) -> (ANOCHECER(x) & AGUANTAR(x))), algún abuelo alto no anochece o no aguanta,exists x.(ABUELO(x) & ALTO(x) & (-ANOCHECER(x) | -AGUANTAR(x))),1
no todo abuelo alto anochece y ama ,-all x.((ABUELO(x) & ALTO(x)) -> (ANOCHECER(x) & AMAR(x))), algún abuelo alto no anochece o no ama,exists x.(ABUELO(x) & ALTO(x) & (-ANOCHECER(x) | -AMAR(x))),1
no todo abuelo alto anochece y amanece ,-all x.((ABUELO(x) & ALTO(x)) -> (ANOCHECER(x) & AMANECER(x))), algún abuelo alto no anochece o no amanece,exists x.(ABUELO(x) & ALTO(x) & (-ANOCHECER(x) | -AMANECER(x))),1
no todo abuelo amargo anochece y acuerda ,-all x.((ABUELO(x) & AMARGO(x)) -> (ANOCHECER(x) & ACORDAR(x))), algún abuelo amargo no anochece o no acuerda,exists x.(ABUELO(x) & AMARGO(x) & (-ANOCHECER(x) | -ACORDAR(x))),1
no todo abuelo amargo anochece y aguanta ,-all x.((ABUELO(x) & AMARGO(x)) -> (ANOCHECER(x) & AGUANTAR(x))), algún abuelo amargo no anochece o no aguanta,exists x.(ABUELO(x) & AMARGO(x) & (-ANOCHECER(x) | -AGUANTAR(x))),1
no todo abuelo amargo anochece y ama ,-all x.((ABUELO(x) & AMARGO(x)) -> (ANOCHECER(x) & AMAR(x))), algún abuelo amargo no anochece o no ama,exists x.(ABUELO(x) & AMARGO(x) & (-ANOCHECER(x) | -AMAR(x))),1
no todo abuelo amargo anochece y amanece ,-all x.((ABUELO(x) & AMARGO(x)) -> (ANOCHECER(x) & AMANECER(x))), algún abuelo amargo no anochece o no amanece,exists x.(ABUELO(x) & AMARGO(x) & (-ANOCHECER(x) | -AMANECER(x))),1
no todo abuelo amplio anochece y acuerda ,-all x.((ABUELO(x) & AMPLIO(x)) -> (ANOCHECER(x) & ACORDAR(x))), algún abuelo amplio no anochece o no acuerda,exists x.(ABUELO(x) & AMPLIO(x) & (-ANOCHECER(x) | -ACORDAR(x))),1
no todo abuelo amplio anochece y aguanta ,-all x.((ABUELO(x) & AMPLIO(x)) -> (ANOCHECER(x) & AGUANTAR(x))), algún abuelo amplio no anochece o no aguanta,exists x.(ABUELO(x) & AMPLIO(x) & (-ANOCHECER(x) | -AGUANTAR(x))),1
no todo abuelo amplio anochece y ama ,-all x.((ABUELO(x) & AMPLIO(x)) -> (ANOCHECER(x) & AMAR(x))), algún abuelo amplio no anochece o no ama,exists x.(ABUELO(x) & AMPLIO(x) & (-ANOCHECER(x) | -AMAR(x))),1
no todo abuelo amplio anochece y amanece ,-all x.((ABUELO(x) & AMPLIO(x)) -> (ANOCHECER(x) & AMANECER(x))), algún abuelo amplio no anochece o no amanece,exists x.(ABUELO(x) & AMPLIO(x) & (-ANOCHECER(x) | -AMANECER(x))),1
no todo abuelo amarillo anochece y acuerda ,-all x.((ABUELO(x) & AMARILLO(x)) -> (ANOCHECER(x) & ACORDAR(x))), algún abuelo amarillo no anochece o no acuerda,exists x.(ABUELO(x) & AMARILLO(x) & (-ANOCHECER(x) | -ACORDAR(x))),1
no todo abuelo amarillo anochece y aguanta ,-all x.((ABUELO(x) & AMARILLO(x)) -> (ANOCHECER(x) & AGUANTAR(x))), algún abuelo amarillo no anochece o no aguanta,exists x.(ABUELO(x) & AMARILLO(x) & (-ANOCHECER(x) | -AGUANTAR(x))),1
no todo abuelo amarillo anochece y ama ,-all x.((ABUELO(x) & AMARILLO(x)) -> (ANOCHECER(x) & AMAR(x))), algún abuelo amarillo no anochece o no ama,exists x.(ABUELO(x) & AMARILLO(x) & (-ANOCHECER(x) | -AMAR(x))),1
no todo abuelo amarillo anochece y amanece ,-all x.((ABUELO(x) & AMARILLO(x)) -> (ANOCHECER(x) & AMANECER(x))), algún abuelo amarillo no anochece o no amanece,exists x.(ABUELO(x) & AMARILLO(x) & (-ANOCHECER(x) | -AMANECER(x))),1
no todo actor alegre acuerda y aguanta ,-all x.((ACTOR(x) & ALEGRE(x)) -> (ACORDAR(x) & AGUANTAR(x))), algún actor alegre no acuerda o no aguanta,exists x.(ACTOR(x) & ALEGRE(x) & (-ACORDAR(x) | -AGUANTAR(x))),1
no todo actor alegre acuerda y ama ,-all x.((ACTOR(x) & ALEGRE(x)) -> (ACORDAR(x) & AMAR(x))), algún actor alegre no acuerda o no ama,exists x.(ACTOR(x) & ALEGRE(x) & (-ACORDAR(x) | -AMAR(x))),1
no todo actor alegre acuerda y amanece ,-all x.((ACTOR(x) & ALEGRE(x)) -> (ACORDAR(x) & AMANECER(x))), algún actor alegre no acuerda o no amanece,exists x.(ACTOR(x) & ALEGRE(x) & (-ACORDAR(x) | -AMANECER(x))),1
no todo actor alegre acuerda y anochece ,-all x.((ACTOR(x) & ALEGRE(x)) -> (ACORDAR(x) & ANOCHECER(x))), algún actor alegre no acuerda o no anochece,exists x.(ACTOR(x) & ALEGRE(x) & (-ACORDAR(x) | -ANOCHECER(x))),1
no todo actor alto acuerda y aguanta ,-all x.((ACTOR(x) & ALTO(x)) -> (ACORDAR(x) & AGUANTAR(x))), algún actor alto no acuerda o no aguanta,exists x.(ACTOR(x) & ALTO(x) & (-ACORDAR(x) | -AGUANTAR(x))),1
no todo actor alto acuerda y ama ,-all x.((ACTOR(x) & ALTO(x)) -> (ACORDAR(x) & AMAR(x))), algún actor alto no acuerda o no ama,exists x.(ACTOR(x) & ALTO(x) & (-ACORDAR(x) | -AMAR(x))),1
no todo actor alto acuerda y amanece ,-all x.((ACTOR(x) & ALTO(x)) -> (ACORDAR(x) & AMANECER(x))), algún actor alto no acuerda o no amanece,exists x.(ACTOR(x) & ALTO(x) & (-ACORDAR(x) | -AMANECER(x))),1
no todo actor alto acuerda y anochece ,-all x.((ACTOR(x) & ALTO(x)) -> (ACORDAR(x) & ANOCHECER(x))), algún actor alto no acuerda o no anochece,exists x.(ACTOR(x) & ALTO(x) & (-ACORDAR(x) | -ANOCHECER(x))),1
no todo actor amargo acuerda y aguanta ,-all x.((ACTOR(x) & AMARGO(x)) -> (ACORDAR(x) & AGUANTAR(x))), algún actor amargo no acuerda o no aguanta,exists x.(ACTOR(x) & AMARGO(x) & (-ACORDAR(x) | -AGUANTAR(x))),1
no todo actor amargo acuerda y ama ,-all x.((ACTOR(x) & AMARGO(x)) -> (ACORDAR(x) & AMAR(x))), algún actor amargo no acuerda o no ama,exists x.(ACTOR(x) & AMARGO(x) & (-ACORDAR(x) | -AMAR(x))),1
no todo actor amargo acuerda y amanece ,-all x.((ACTOR(x) & AMARGO(x)) -> (ACORDAR(x) & AMANECER(x))), algún actor amargo no acuerda o no amanece,exists x.(ACTOR(x) & AMARGO(x) & (-ACORDAR(x) | -AMANECER(x))),1
no todo actor amargo acuerda y anochece ,-all x.((ACTOR(x) & AMARGO(x)) -> (ACORDAR(x) & ANOCHECER(x))), algún actor amargo no acuerda o no anochece,exists x.(ACTOR(x) & AMARGO(x) & (-ACORDAR(x) | -ANOCHECER(x))),1
no todo actor amplio acuerda y aguanta ,-all x.((ACTOR(x) & AMPLIO(x)) -> (ACORDAR(x) & AGUANTAR(x))), algún actor amplio no acuerda o no aguanta,exists x.(ACTOR(x) & AMPLIO(x) & (-ACORDAR(x) | -AGUANTAR(x))),1
no todo actor amplio acuerda y ama ,-all x.((ACTOR(x) & AMPLIO(x)) -> (ACORDAR(x) & AMAR(x))), algún actor amplio no acuerda o no ama,exists x.(ACTOR(x) & AMPLIO(x) & (-ACORDAR(x) | -AMAR(x))),1
no todo actor amplio acuerda y amanece ,-all x.((ACTOR(x) & AMPLIO(x)) -> (ACORDAR(x) & AMANECER(x))), algún actor amplio no acuerda o no amanece,exists x.(ACTOR(x) & AMPLIO(x) & (-ACORDAR(x) | -AMANECER(x))),1
no todo actor amplio acuerda y anochece ,-all x.((ACTOR(x) & AMPLIO(x)) -> (ACORDAR(x) & ANOCHECER(x))), algún actor amplio no acuerda o no anochece,exists x.(ACTOR(x) & AMPLIO(x) & (-ACORDAR(x) | -ANOCHECER(x))),1
